,complex,putative_genes,coeffs,monomer_id,gene,obj_ids
831,MoaB protein,moaB,6,MONOMER0-1501,moaB,MONOMER0-1501
832,moderate conductance mechanosensitive channel,ybiO,7,G6417-MONOMER,ybiO,G6417-MONOMER
833,"molecular chaperone, HSP90 family",htpG,2,EG10461-MONOMER,htpG,EG10461-MONOMER
834,molybdate ABC transporter,"modA"" // ""modB"" // ""modC",1,MODA-MONOMER,modA,MODA-MONOMER
835,molybdate ABC transporter,"modA"" // ""modB"" // ""modC",2,MODB-MONOMER,modB,MODB-MONOMER
836,molybdate ABC transporter,"modA"" // ""modB"" // ""modC",1,MODC-MONOMER,modC,MODC-MONOMER
837,molybdenum cofactor insertion chaperone for PaoABC,paoD,2,G6154-MONOMER,paoD,G6154-MONOMER
838,molybdopterin adenylyltransferase,mog,3,EG11511-MONOMER,mog,EG11511-MONOMER
839,molybdopterin molybdotransferase,moeA,2,EG10153-MONOMER,moeA,EG10153-MONOMER
840,molybdopterin-guanine dinucleotide biosynthesis adaptor protein,mobB,2,EG11828-MONOMER,mobB,EG11828-MONOMER
841,molybdopterin-synthase adenylyltransferase,moeB,2,EG10154-MONOMER,moeB,EG10154-MONOMER
842,monoacetylchitobiose-6-phosphate hydrolase,chbF,4,EG10144-MONOMER,chbF,EG10144-MONOMER
843,MqsA-MqsR antitoxin/toxin complex,"mqsR"" // ""mqsA",4,G7572-MONOMER,mqsR,G7572-MONOMER
844,MqsA-MqsR antitoxin/toxin complex,"mqsR"" // ""mqsA",2,G7571-MONOMER,mqsA,G7571-MONOMER
845,MukF dimer,mukF,2,EG12165-MONOMER,mukF,EG12165-MONOMER
846,multidrug / betaine / choline efflux pump EmrE,emrE,2,EMRE-MONOMER,emrE,EMRE-MONOMER
847,multidrug ABC exporter,"ybhF"" // ""ybhR"" // ""ybhS",1,YBHF-MONOMER,ybhF,YBHF-MONOMER
848,multidrug ABC exporter,"ybhF"" // ""ybhR"" // ""ybhS",1,YBHR-MONOMER,ybhR,YBHR-MONOMER
849,multidrug ABC exporter,"ybhF"" // ""ybhR"" // ""ybhS",1,YBHS-MONOMER,ybhS,YBHS-MONOMER
850,multidrug/spermidine efflux pump,"mdtI"" // ""mdtJ",1,B1599-MONOMER,mdtI,B1599-MONOMER
851,multidrug/spermidine efflux pump,"mdtI"" // ""mdtJ",1,B1600-MONOMER,mdtJ,B1600-MONOMER
852,multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1,tesA,4,THIOESTERI-MONOMER,tesA,THIOESTERI-MONOMER
853,multifunctional nuclease Cas1,cas1,2,G7425-MONOMER,cas1,G7425-MONOMER
854,murein tripeptide ABC transporter,"mppA"" // ""oppF"" // ""oppD"" // ""oppC"" // ""oppB",1,G6665-MONOMER,mppA,G6665-MONOMER
855,murein tripeptide ABC transporter,"mppA"" // ""oppF"" // ""oppD"" // ""oppC"" // ""oppB",1,OPPF-MONOMER,oppF,OPPF-MONOMER
856,murein tripeptide ABC transporter,"mppA"" // ""oppF"" // ""oppD"" // ""oppC"" // ""oppB",1,OPPD-MONOMER,oppD,OPPD-MONOMER
857,murein tripeptide ABC transporter,"mppA"" // ""oppF"" // ""oppD"" // ""oppC"" // ""oppB",1,OPPC-MONOMER,oppC,OPPC-MONOMER
858,murein tripeptide ABC transporter,"mppA"" // ""oppF"" // ""oppD"" // ""oppC"" // ""oppB",1,OPPB-MONOMER,oppB,OPPB-MONOMER
859,murein tripeptide amidase A,mpaA,2,G6662-MONOMER,mpaA,G6662-MONOMER
860,"MutHLS complex, methyl-directed mismatch repair","mutH"" // ""mutS"" // ""mutL",1,EG10624-MONOMER,mutH,EG10624-MONOMER
861,"MutHLS complex, methyl-directed mismatch repair","mutH"" // ""mutS"" // ""mutL",2,EG10625-MONOMER,mutS,EG10625-MONOMER
862,"MutHLS complex, methyl-directed mismatch repair","mutH"" // ""mutS"" // ""mutL",1,EG11281-MONOMER,mutL,EG11281-MONOMER
863,"<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme II","chbB"" // ""chbC"" // ""chbA",1,CELA-MONOMER,chbB,CELA-MONOMER
864,"<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme II","chbB"" // ""chbC"" // ""chbA",1,CELB-MONOMER,chbC,CELB-MONOMER
865,"<I>N,N'</I>-diacetylchitobiose-specific PTS enzyme II","chbB"" // ""chbC"" // ""chbA",1,CELC-MONOMER,chbA,CELC-MONOMER
866,<i>N</i>-acetylneuraminate lyase,nanA,4,ACNEULY-MONOMER,nanA,ACNEULY-MONOMER
867,<I>N</I>-acetyl-D-galactosamine specific PTS (cryptic),"agaW"" // ""agaV",1,G7633-MONOMER,agaW,G7633-MONOMER
868,<I>N</I>-acetyl-D-galactosamine specific PTS (cryptic),"agaW"" // ""agaV",1,G7632-MONOMER,agaV,G7632-MONOMER
869,N-acetylglucosamine specific PTS enzyme II,nagE,2,NAGE-MONOMER,nagE,NAGE-MONOMER
870,<i>N</i>-acetylglucosamine-6-phosphate deacetylase,nagA,4,NAG6PDEACET-MONOMER,nagA,NAG6PDEACET-MONOMER
871,N-acetylglutamate synthase,argA,6,N-ACETYLTRANSFER-MONOMER,argA,N-ACETYLTRANSFER-MONOMER
872,<i>N</i>-acetylmuramic acid 6-phosphate etherase,murQ,2,G7263-MONOMER,murQ,G7263-MONOMER
873,N-acetylmuramic acid-specific PTS enzyme II,"crr"" // ""murP",1,CRR-MONOMER,crr,CRR-MONOMER
874,N-acetylmuramic acid-specific PTS enzyme II,"crr"" // ""murP",1,MONOMER0-5,murP,MONOMER0-5
875,<i>N</i>-acetylneuraminate mutarotase,nanM,2,G7920-MONOMER,nanM,G7920-MONOMER
876,<i>N</i>-acetylornithine aminotransferase / <i>N</i>-succinyldiaminopimelate aminotransferase,argD,2,ACETYLORNTRANSAM-MONOMER,argD,ACETYLORNTRANSAM-MONOMER
877,<i>N</i>-succinylarginine dihydrolase,astB,2,SUCCARGDIHYDRO-MONOMER,astB,SUCCARGDIHYDRO-MONOMER
878,<i>N<sup>5</sup></i>-carboxyaminoimidazole ribonucleotide mutase,purE,8,PURE-MONOMER,purE,PURE-MONOMER
879,"N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB-TsaD dimer subunit","tsaD"" // ""tsaB",1,EG11171-MONOMER,tsaD,EG11171-MONOMER
880,"N<sup>6</sup>-L-threonylcarbamoyladenine synthase, TsaB-TsaD dimer subunit","tsaD"" // ""tsaB",1,G6991-MONOMER,tsaB,G6991-MONOMER
881,Na<sup>+</sup>:H<sup>+</sup> antiporter NhaA,nhaA,2,NHAA-MONOMER,nhaA,NHAA-MONOMER
882,NAD kinase,nadK,6,MONOMER0-541,nadK,MONOMER0-541
883,"NAD synthetase, NH<sub>3</sub>-dependent",nadE,2,NAD-SYNTH-MONOMER,nadE,NAD-SYNTH-MONOMER
884,NAD(P)H nitroreductase NfsB,nfsB,2,DIHYDROPTERIREDUCT-MONOMER,nfsB,DIHYDROPTERIREDUCT-MONOMER
885,NAD(P)H:quinone oxidoreductase,wrbA,4,PD01343,wrbA,PD01343
886,NAD<sup>+</sup>-dependent succinate semialdehyde dehydrogenase,sad,2,G6811-MONOMER,sad,G6811-MONOMER
887,NAD-dependent dihydropyrimidine dehydrogenase,"preA"" // ""preT",2,EG11289-MONOMER,preA,EG11289-MONOMER
888,NAD-dependent dihydropyrimidine dehydrogenase,"preA"" // ""preT",2,G7145-MONOMER,preT,G7145-MONOMER
889,NADH pyrophosphatase,nudC,2,EG11702-MONOMER,nudC,EG11702-MONOMER
890,"NADH:quinone oxidoreductase I, peripheral arm","nuoI"" // ""nuoG"" // ""nuoF"" // ""nuoE"" // ""nuoC"" // ""nuoB",1,NUOI-MONOMER,nuoI,NUOI-MONOMER
891,"NADH:quinone oxidoreductase I, peripheral arm","nuoI"" // ""nuoG"" // ""nuoF"" // ""nuoE"" // ""nuoC"" // ""nuoB",1,NUOG-MONOMER,nuoG,NUOG-MONOMER
892,"NADH:quinone oxidoreductase I, peripheral arm","nuoI"" // ""nuoG"" // ""nuoF"" // ""nuoE"" // ""nuoC"" // ""nuoB",1,NUOF-MONOMER,nuoF,NUOF-MONOMER
893,"NADH:quinone oxidoreductase I, peripheral arm","nuoI"" // ""nuoG"" // ""nuoF"" // ""nuoE"" // ""nuoC"" // ""nuoB",1,NUOE-MONOMER,nuoE,NUOE-MONOMER
894,"NADH:quinone oxidoreductase I, peripheral arm","nuoI"" // ""nuoG"" // ""nuoF"" // ""nuoE"" // ""nuoC"" // ""nuoB",1,NUOC-MONOMER,nuoC,NUOC-MONOMER
895,"NADH:quinone oxidoreductase I, peripheral arm","nuoI"" // ""nuoG"" // ""nuoF"" // ""nuoE"" // ""nuoC"" // ""nuoB",1,NUOB-MONOMER,nuoB,NUOB-MONOMER
896,NADP<sup>+</sup>-dependent succinate-semialdehyde dehydrogenase,gabD,4,SUCCSEMIALDDEHYDROG-MONOMER,gabD,SUCCSEMIALDDEHYDROG-MONOMER
897,NADPH-dependent aldehyde reductase YqhD,yqhD,2,G7564-MONOMER,yqhD,G7564-MONOMER
898,NADPH-dependent curcumin/dihydrocurcumin reductase,curA,2,G6760-MONOMER,curA,G6760-MONOMER
899,NADPH-dependent FMN reductase,ssuE,2,MONOMER0-146,ssuE,MONOMER0-146
900,NADPH-dependent nitroreductase NfsA,nfsA,2,EG11261-MONOMER,nfsA,EG11261-MONOMER
901,NADPH:quinone oxidoreductase MdaB,mdaB,2,EG12656-MONOMER,mdaB,EG12656-MONOMER
902,negative regulator of MalT activity/cystathionine &beta;-lyase,malY,2,EG10564-MONOMER,malY,EG10564-MONOMER
903,Ni(2+) ABC transporter,"nikA"" // ""nikC"" // ""nikB"" // ""nikE"" // ""nikD",1,NIKA-MONOMER,nikA,NIKA-MONOMER
904,Ni(2+) ABC transporter,"nikA"" // ""nikC"" // ""nikB"" // ""nikE"" // ""nikD",1,NIKC-MONOMER,nikC,NIKC-MONOMER
905,Ni(2+) ABC transporter,"nikA"" // ""nikC"" // ""nikB"" // ""nikE"" // ""nikD",1,NIKB-MONOMER,nikB,NIKB-MONOMER
906,Ni(2+) ABC transporter,"nikA"" // ""nikC"" // ""nikB"" // ""nikE"" // ""nikD",1,NIKE-MONOMER,nikE,NIKE-MONOMER
907,Ni(2+) ABC transporter,"nikA"" // ""nikC"" // ""nikB"" // ""nikE"" // ""nikD",1,NIKD-MONOMER,nikD,NIKD-MONOMER
908,nicotinate-nucleotide&mdash;dimethylbenzimidazole phosphoribosyltransferase,cobT,2,DMBPPRIBOSYLTRANS-MONOMER,cobT,DMBPPRIBOSYLTRANS-MONOMER
909,nitrate reductase A,"narI"" // ""narH"" // ""narG",2,NARI-MONOMER,narI,NARI-MONOMER
910,nitrate reductase A,"narI"" // ""narH"" // ""narG",2,NARH-MONOMER,narH,NARH-MONOMER
911,nitrate reductase A,"narI"" // ""narH"" // ""narG",2,NARG-MONOMER,narG,NARG-MONOMER
912,nitrate reductase Z,"narV"" // ""narZ"" // ""narY",1,NARV-MONOMER,narV,NARV-MONOMER
913,nitrate reductase Z,"narV"" // ""narZ"" // ""narY",1,NARZ-MONOMER,narZ,NARZ-MONOMER
914,nitrate reductase Z,"narV"" // ""narZ"" // ""narY",1,NARY-MONOMER,narY,NARY-MONOMER
915,"nitrite reductase subunit NirD"" // ""nitrite reductase catalytic subunit NirB","nirB"" // ""nirD",1,NIRB-MONOMER,nirB,NIRB-MONOMER
916,"nitrite reductase subunit NirD"" // ""nitrite reductase catalytic subunit NirB","nirB"" // ""nirD",1,NIRD-MONOMER,nirD,NIRD-MONOMER
917,NMN aminohydrolase,pncC,2,G7409-MONOMER,pncC,G7409-MONOMER
918,nonspecific DNA-binding protein YbiB,ybiB,2,EG11580-MONOMER,ybiB,EG11580-MONOMER
919,nucleoid occlusion factor SlmA,slmA,2,EG11191-MONOMER,slmA,EG11191-MONOMER
920,nucleoside diphosphate kinase,ndk,4,NUCLEOSIDE-DIP-KIN-MONOMER,ndk,NUCLEOSIDE-DIP-KIN-MONOMER
921,nucleoside triphosphate pyrophosphatase YhdE,yhdE,2,EG11298-MONOMER,yhdE,EG11298-MONOMER
922,nucleoside triphosphate pyrophosphohydrolase,mazG,2,EG10572-MONOMER,mazG,EG10572-MONOMER
923,nucleotide exchange factor GrpE,grpE,2,EG10416-MONOMER,grpE,EG10416-MONOMER
924,NusB-S10 complex,"nusB"" // ""rpsJ",1,EG10666-MONOMER,nusB,EG10666-MONOMER
925,NusB-S10 complex,"nusB"" // ""rpsJ",1,EG10909-MONOMER,rpsJ,EG10909-MONOMER
926,"<i>O</i>-acetyl-ADP-ribose deacetylase, regulator of RNase III activity",ymdB,2,G6550-MONOMER,ymdB,G6550-MONOMER
927,<i>o</i>-succinylbenzoate&mdash;CoA ligase,menE,4,O-SUCCINYLBENZOATE-COA-LIG-MONOMER,menE,O-SUCCINYLBENZOATE-COA-LIG-MONOMER
928,<i>O</i>-succinylhomoserine(thiol)-lyase / <i>O</i>-succinylhomoserine lyase,metB,4,O-SUCCHOMOSERLYASE-MONOMER,metB,O-SUCCHOMOSERLYASE-MONOMER
929,oligopeptide ABC transporter,"oppA"" // ""oppB"" // ""oppF"" // ""oppD"" // ""oppC",1,OPPA-MONOMER,oppA,OPPA-MONOMER
930,oligopeptide ABC transporter,"oppA"" // ""oppB"" // ""oppF"" // ""oppD"" // ""oppC",1,OPPB-MONOMER,oppB,OPPB-MONOMER
931,oligopeptide ABC transporter,"oppA"" // ""oppB"" // ""oppF"" // ""oppD"" // ""oppC",1,OPPF-MONOMER,oppF,OPPF-MONOMER
932,oligopeptide ABC transporter,"oppA"" // ""oppB"" // ""oppF"" // ""oppD"" // ""oppC",1,OPPD-MONOMER,oppD,OPPD-MONOMER
933,oligopeptide ABC transporter,"oppA"" // ""oppB"" // ""oppF"" // ""oppD"" // ""oppC",1,OPPC-MONOMER,oppC,OPPC-MONOMER
934,oligoribonuclease,orn,2,G7842-MONOMER,orn,G7842-MONOMER
935,ornithine carbamoyltransferase,argI,3,CHAINI-MONOMER,argI,CHAINI-MONOMER
936,ornithine carbamoyltransferase,argF,3,CHAINF-MONOMER,argF,CHAINF-MONOMER
937,"ornithine decarboxylase, biosynthetic",speC,2,ORNDECARBOX-BIO-MONOMER,speC,ORNDECARBOX-BIO-MONOMER
938,"ornithine decarboxylase, degradative",speF,2,ORNDECARBOXDEG-MONOMER,speF,ORNDECARBOXDEG-MONOMER
939,orotate phosphoribosyltransferase,pyrE,2,OROPRIBTRANS-MONOMER,pyrE,OROPRIBTRANS-MONOMER
940,orotidine-5'-phosphate decarboxylase,pyrF,2,OROTPDECARB-MONOMER,pyrF,OROTPDECARB-MONOMER
941,osmolyte:H<sup>+</sup> symporter ProP,proP,2,PROP-MONOMER,proP,PROP-MONOMER
942,osmotically inducible peroxiredoxin,osmC,2,EG10680-MONOMER,osmC,EG10680-MONOMER
943,outer membrane channel TolC,tolC,3,EG11009-MONOMER,tolC,EG11009-MONOMER
944,outer membrane phospholipase A,pldA,2,MONOMER0-341,pldA,MONOMER0-341
945,outer membrane porin C,ompC,3,EG10670-MONOMER,ompC,EG10670-MONOMER
946,outer membrane porin F,ompF,3,EG10671-MONOMER,ompF,EG10671-MONOMER
947,outer membrane porin PhoE,phoE,3,MONOMER0-282,phoE,MONOMER0-282
948,Outer Membrane Protein Assembly Complex,"bamB"" // ""bamA"" // ""bamD"" // ""bamC"" // ""bamE",1,G7320-MONOMER,bamB,G7320-MONOMER
949,Outer Membrane Protein Assembly Complex,"bamB"" // ""bamA"" // ""bamD"" // ""bamC"" // ""bamE",1,G6093-MONOMER,bamA,G6093-MONOMER
950,Outer Membrane Protein Assembly Complex,"bamB"" // ""bamA"" // ""bamD"" // ""bamC"" // ""bamE",1,G7352-MONOMER,bamD,G7352-MONOMER
951,Outer Membrane Protein Assembly Complex,"bamB"" // ""bamA"" // ""bamD"" // ""bamC"" // ""bamE",1,EG10658-MONOMER,bamC,EG10658-MONOMER
952,Outer Membrane Protein Assembly Complex,"bamB"" // ""bamA"" // ""bamD"" // ""bamC"" // ""bamE",1,EG10952-MONOMER,bamE,EG10952-MONOMER
953,oxalyl-CoA decarboxylase,oxc,4,G7236-MONOMER,oxc,G7236-MONOMER
954,oxidized flavorubredoxin,norV,4,G7413-MONOMER,norV,G7413-MONOMER
955,oxidized ribonucleoside-triphosphate reductase,nrdD,2,RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER,nrdD,RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER
956,oxygen-sensing c-di-GMP phosphodiesterase DosP,dosP,2,G6783-MONOMER,dosP,G6783-MONOMER
957,<i>p</i>-aminobenzoyl-glutamate hydrolase,"abgA"" // ""abgB",2,G6670-MONOMER,abgA,G6670-MONOMER
958,<i>p</i>-aminobenzoyl-glutamate hydrolase,"abgA"" // ""abgB",2,G6669-MONOMER,abgB,G6669-MONOMER
959,PaaF-PaaG hydratase-isomerase complex,"paaF"" // ""paaG",6,G6714-MONOMER,paaF,G6714-MONOMER
960,PaaF-PaaG hydratase-isomerase complex,"paaF"" // ""paaG",6,G6715-MONOMER,paaG,G6715-MONOMER
961,pantetheine-phosphate adenylyltransferase,coaD,6,PANTEPADENYLYLTRAN-MONOMER,coaD,PANTEPADENYLYLTRAN-MONOMER
962,pantothenate kinase,coaA,2,PANTOTHENATE-KIN-MONOMER,coaA,PANTOTHENATE-KIN-MONOMER
963,pantothenate synthetase,panC,2,PANTOATE-BETA-ALANINE-LIG-MONOMER,panC,PANTOATE-BETA-ALANINE-LIG-MONOMER
964,PEP synthetase regulatory protein,ppsR,4,EG11132-MONOMER,ppsR,EG11132-MONOMER
965,peptidase D,pepD,2,EG10695-MONOMER,pepD,EG10695-MONOMER
966,peptidase T,pepT,2,EG11549-MONOMER,pepT,EG11549-MONOMER
967,peptide antibiotic/peptide nucleic acid transporter,sbmA,2,SBMA-MONOMER,sbmA,SBMA-MONOMER
968,peptidoglycan DD-endopeptidase/peptidoglycan LD-endopeptidase,mepA,2,EG10580-MONOMER,mepA,EG10580-MONOMER
969,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase - MrcA-LpoA complex,"mrcA"" // ""lpoA",1,EG10748-MONOMER,mrcA,EG10748-MONOMER
970,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase - MrcA-LpoA complex,"mrcA"" // ""lpoA",1,G7642-MONOMER,lpoA,G7642-MONOMER
971,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase - MrcB-LpoB complex,"lpoB"" // ""mrcB",1,G6565-MONOMER,lpoB,G6565-MONOMER
972,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase - MrcB-LpoB complex,"lpoB"" // ""mrcB",1,EG10605-MONOMER,mrcB,EG10605-MONOMER
973,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcA,mrcA,2,EG10748-MONOMER,mrcA,EG10748-MONOMER
974,peptidoglycan glycosyltransferase / peptidoglycan DD-transpeptidase MrcB,mrcB,2,EG10605-MONOMER,mrcB,EG10605-MONOMER
975,peptidyl-lysine acetyltransferase,patZ,4,G7350-MONOMER,patZ,G7350-MONOMER
976,periplasmic acid stress chaperone,hdeA,2,EG11398-MONOMER,hdeA,EG11398-MONOMER
977,periplasmic acid stress chaperone,hdeB,2,EG11399-MONOMER,hdeB,EG11399-MONOMER
978,"periplasmic chaperone, inhibitor of vertebrate C-type lysozyme",ivy,2,G6104-MONOMER,ivy,G6104-MONOMER
979,periplasmic nitrate reductase,"napA"" // ""napB",1,NAPA-MONOMER,napA,NAPA-MONOMER
980,periplasmic nitrate reductase,"napA"" // ""napB",1,NAPB-MONOMER,napB,NAPB-MONOMER
981,periplasmic nitrite reductase NrfAB,"nrfB"" // ""nrfA",1,CYTOCHROMEC-MONOMER,nrfB,CYTOCHROMEC-MONOMER
982,periplasmic nitrite reductase NrfAB,"nrfB"" // ""nrfA",1,CYTOCHROMEC552-MONOMER,nrfA,CYTOCHROMEC552-MONOMER
983,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,appA,2,APPA-MONOMER,appA,APPA-MONOMER
984,periplasmic protein CpxP,cpxP,2,G7816-MONOMER,cpxP,G7816-MONOMER
985,periplasmic protein ZraP,zraP,8,EG11918-MONOMER,zraP,EG11918-MONOMER
986,periplasmic protein-L-methionine sulfoxide reducing system,"msrP"" // ""msrQ",1,G7059-MONOMER,msrP,G7059-MONOMER
987,periplasmic protein-L-methionine sulfoxide reducing system,"msrP"" // ""msrQ",1,G7060-MONOMER,msrQ,G7060-MONOMER
988,periplasmic serine endoprotease,degQ,1,G7682-MONOMER,degQ,G7682-MONOMER
989,periplasmic serine endoprotease DegP,degP,1,EG10463-MONOMER,degP,EG10463-MONOMER
990,PF08943 family protein CsiD,csiD,4,G7394-MONOMER,csiD,G7394-MONOMER
991,phenylacetaldehyde dehydrogenase,feaB,4,PHENDEHYD-MONOMER,feaB,PHENDEHYD-MONOMER
992,"phenylacetyl-CoA 1,2-epoxidase","paaB"" // ""paaC"" // ""paaA"" // ""paaE",1,G6710-MONOMER,paaB,G6710-MONOMER
993,"phenylacetyl-CoA 1,2-epoxidase","paaB"" // ""paaC"" // ""paaA"" // ""paaE",1,G6711-MONOMER,paaC,G6711-MONOMER
994,"phenylacetyl-CoA 1,2-epoxidase","paaB"" // ""paaC"" // ""paaA"" // ""paaE",1,G6709-MONOMER,paaA,G6709-MONOMER
995,"phenylacetyl-CoA 1,2-epoxidase","paaB"" // ""paaC"" // ""paaA"" // ""paaE",1,G6713-MONOMER,paaE,G6713-MONOMER
996,phenylacetyl-CoA thioesterase,paaI,4,G6717-MONOMER,paaI,G6717-MONOMER
997,phenylalanine&mdash;tRNA ligase,"pheT"" // ""pheS",2,PHET-MONOMER,pheT,PHET-MONOMER
998,phenylalanine&mdash;tRNA ligase,"pheT"" // ""pheS",2,PHES-MONOMER,pheS,PHES-MONOMER
999,phenylhydantoinase,hyuA,4,G7492-MONOMER,hyuA,G7492-MONOMER
1000,phosphate ABC transporter,"pstS"" // ""pstC"" // ""pstA"" // ""pstB",1,PSTS-MONOMER,pstS,PSTS-MONOMER
1001,phosphate ABC transporter,"pstS"" // ""pstC"" // ""pstA"" // ""pstB",1,PSTC-MONOMER,pstC,PSTC-MONOMER
1002,phosphate ABC transporter,"pstS"" // ""pstC"" // ""pstA"" // ""pstB",1,PSTA-MONOMER,pstA,PSTA-MONOMER
1003,phosphate ABC transporter,"pstS"" // ""pstC"" // ""pstA"" // ""pstB",2,PSTB-MONOMER,pstB,PSTB-MONOMER
1004,phosphate acetyltransferase,pta,6,PHOSACETYLTRANS-MONOMER,pta,PHOSACETYLTRANS-MONOMER
1005,phosphate acetyltransferase EutD,eutD,2,G7288-MONOMER,eutD,G7288-MONOMER
1006,phosphate signaling protein PhoU,phoU,2,EG10735-MONOMER,phoU,EG10735-MONOMER
1007,"phosphatidylserine decarboxylase, heterodimer",psd,1,PHOSPHASERDECARB-DIMER,,PHOSPHASERDECARB-DIMER
1008,"phosphatidylserine decarboxylase, heterodimer",psd,1,PHOSPHASERDECARB-BETA-MONOMER,psd,PHOSPHASERDECARB-BETA-MONOMER
1009,"phosphatidylserine decarboxylase, heterodimer",psd,1,PHOSPHASERDECARB-ALPHA-MONOMER,psd,PHOSPHASERDECARB-ALPHA-MONOMER
1010,phosphatidylserine synthase,pssA,1,PHOSPHASERSYN-MONOMER,pssA,PHOSPHASERSYN-MONOMER
1011,phosphoadenosine phosphosulfate reductase,cysH,2,PAPSSULFOTRANS-MONOMER,cysH,PAPSSULFOTRANS-MONOMER
1012,phosphodiesterase YfcE,yfcE,4,G7192-MONOMER,yfcE,G7192-MONOMER
1013,phosphoenolpyruvate carboxylase,ppc,4,PEPCARBOX-MONOMER,ppc,PEPCARBOX-MONOMER
1014,phosphoenolpyruvate synthetase,ppsA,2,PEPSYNTH-MONOMER,ppsA,PEPSYNTH-MONOMER
1015,phosphoglycerate dehydrogenase,serA,4,PGLYCDEHYDROG-MONOMER,serA,PGLYCDEHYDROG-MONOMER
1016,phosphoribosylaminoimidazole-succinocarboxamide synthase,purC,3,SAICARSYN-MONOMER,purC,SAICARSYN-MONOMER
1017,phosphoribosylformylglycinamide cyclo-ligase,purM,2,AIRS-MONOMER,purM,AIRS-MONOMER
1018,phosphoserine/phosphohydroxythreonine aminotransferase,serC,2,PSERTRANSAM-MONOMER,serC,PSERTRANSAM-MONOMER
1019,poly-<i>N</i>-acetyl-D-glucosamine synthase,"pgaC"" // ""pgaD",1,G6529-MONOMER,pgaC,G6529-MONOMER
1020,poly-<i>N</i>-acetyl-D-glucosamine synthase,"pgaC"" // ""pgaD",1,G6528-MONOMER,pgaD,G6528-MONOMER
1021,polynucleotide phosphorylase,pnp,3,EG10743-MONOMER,pnp,EG10743-MONOMER
1022,polyphosphate kinase,ppk,2,PPK-MONOMER,ppk,PPK-MONOMER
1023,polysaccharide export complex,"wzc"" // ""wza",4,G7105-MONOMER,wzc,G7105-MONOMER
1024,polysaccharide export complex,"wzc"" // ""wza",8,G7107-MONOMER,wza,G7107-MONOMER
1025,porphobilinogen synthase,hemB,8,PORPHOBILSYNTH-MONOMER,hemB,PORPHOBILSYNTH-MONOMER
1026,predicted carbamoyltransferase,ygeW,3,G7489-MONOMER,ygeW,G7489-MONOMER
1027,predicted carboxysome structural protein,eutN,6,G7286-MONOMER,eutN,G7286-MONOMER
1028,predicted enamine/imine deaminase,tdcF,3,G7626-MONOMER,tdcF,G7626-MONOMER
1029,predicted oxidoreductase,ydjA,2,EG11134-MONOMER,ydjA,EG11134-MONOMER
1030,predicted rRNA methyltransferase,yjtD,2,EG12309-MONOMER,yjtD,EG12309-MONOMER
1031,"predicted structural protein, ethanolamine utilization microcompartment",eutM,6,G7287-MONOMER,eutM,G7287-MONOMER
1032,"predicted structural protein, ethanolamine utilization microcompartment",eutL,3,G7271-MONOMER,eutL,G7271-MONOMER
1033,"predicted structural protein, ethanolamine utilization microcompartment",eutS,6,G7292-MONOMER,eutS,G7292-MONOMER
1034,predicted xanthine dehydrogenase,"ygfM"" // ""xdhD",1,G7499-MONOMER,ygfM,G7499-MONOMER
1035,predicted xanthine dehydrogenase,"ygfM"" // ""xdhD",1,G7500-MONOMER,xdhD,G7500-MONOMER
1036,primosomal protein DnaT,dnaT,3,EG10244-MONOMER,dnaT,EG10244-MONOMER
1037,primosomal replication protein N,priB,2,EG10764-MONOMER,priB,EG10764-MONOMER
1038,proline aminopeptidase P II,pepP,4,EG10697-MONOMER,pepP,EG10697-MONOMER
1039,proline&mdash;tRNA ligase,proS,2,PROS-MONOMER,proS,PROS-MONOMER
1040,proofreading thioesterase in enterobactin biosynthesis,entH,4,EG11105-MONOMER,entH,EG11105-MONOMER
1041,"protease IV, a signal peptide peptidase",sppA,4,EG10968-MONOMER,sppA,EG10968-MONOMER
1042,protein disulfide isomerase/protein disulfide oxidoreductase - DsbC<sub>oxidised</sub>,dsbC,2,DSBC-MONOMER,dsbC,DSBC-MONOMER
1043,protein disulfide isomerase/protein disulfide oxidoreductase - DsbC<sub>reduced</sub>,dsbC,2,DSBC-MONOMER,dsbC,DSBC-MONOMER
1044,protein HokC,hokC,2,MONOMER0-1564,hokC,MONOMER0-1564
1045,protein translocation ATPase,secA,2,SECA,secA,SECA
1046,protein/nucleic acid deglycase 1,hchA,2,G7055-MONOMER,hchA,G7055-MONOMER
1047,protein/nucleic acid deglycase 3,yajL,2,HMP-KIN-MONOMER,yajL,HMP-KIN-MONOMER
1048,protoporphyrinogen oxidase,hemG,4,PROTOPORGENOXI-MONOMER,hemG,PROTOPORGENOXI-MONOMER
